video_id,time,author,text,emocja,pewnosc_emocji
BPCqlDZinOg,1 dzień temu,@rhettbutler107,Braun na Prezydenta.,LABEL_5,0.9026689529418945
kNOy3z2kl68,1 miesiąc temu,@robertbuczek5129,Tylko P.Braun godny tego urzedu ❤❤❤,LABEL_4,0.5047615766525269
iHBxRHh3hEk,2 tygodnie temu,@libra6492,"To (T;S;T) jest najlepszy wybor dla naszego panstwa tzw ""trzej muszkieterowie"", ktorzy posiadaja wszystkie potrzebne atrybuty w walce o Polske.",LABEL_0,0.7822431325912476
ITOoSsfuYY0,11 dni temu,@MichałJach-z8o,Nie będzie tęgo słuchał bo prawda boli,LABEL_0,0.8172122836112976
lr3gjsSY_co,4 dni temu,@marcinMichalak-t5z,"Należy. Trzeba. Moim zdaniem. Musimy.
Zero odpowiedzialności za deklaracje. Moim zdaniem poza Braunem reszta to sprzedawczyki",LABEL_0,0.8561022877693176
uoNr-izIr0o,2 tygodnie temu,@wjd2339,"Za prawdziwą odpowiedź na to pytanie ma się w Polsce przerąbane. Wolno to jedynie powiedzieć bezkarnie komuś, za zdemaskowanie którego ma się tak samo przerąbane. Rodowici Polacy muszą mieć zakneblowane usta.",LABEL_0,0.905432939529419
HU_tOLI2Hvc,12 dni temu,@lechuk2247,panie redaktorze  pytanko bo pan wie wszystko....czy pani gazela ...JUZ W JERUZOLIMIE PILAT  UMYL RECE NIE WIDZAC WINY A TA BANDA Z farzeuszami/wiadomo o kogo chodzi/       mengele powinna dalej robic to co robi?,LABEL_0,0.9206565022468567
EpUhR6x10Ww,4 tygodnie temu,@DamianBiesek,"Mazurek ,ktory mowi ze Nawrocki chce pokazac ze jest pisowcem ,swoj swojego zawsze pozna",LABEL_0,0.8207665085792542
SK8j0z_pUgg,1 miesiąc temu,@barbarawroblewska5983,Tak,LABEL_5,0.7535449266433716
WuLUnOLbiNw,10 dni temu,@DeluxMaT,@fnifiks9930 Zapomniałeś odpowiedzieć na pytanie o projektach łączących Europe z Azją. Jakie kraje są między morzem bałtyckim a morzem czarnym? Odpowiesz komu zależy by odciąć te dwa kontynenty?,LABEL_0,0.7597094178199768
D-LSi_fUaK0,2 tygodnie temu,@whomanista7155,"Jakie to nadeszły czasy, że mówienie prawdy jest aktem bohaterstwa i odwagi.",LABEL_3,0.9008263945579529
Z89Qq74Fs00,1 miesiąc temu (edytowany),@Gallanonima,"Moim zdaniem to powinien być symboliczny koniec telewizji publicznej.
Całkowity upadek, nie mam pojęcia jak można wymagać płacenia za te szopkę",LABEL_0,0.9402182102203369
ssbRjaEMaYs,4 dni temu,@cezarst2.0,Niech Będzie Pochwalony Jezus Chrystus ✝️👏😇 z Panem Bogiem panie Grzegorzu 🕊🙏🌻 Amen.,LABEL_4,0.7582717537879944
cbKiPt0w7uY,1 miesiąc temu,@aleksandrajagucka1201,"Tu strach,  powiedziedziec cokolwiek. Bo kto nie znami , ten przeciwko nam. Najlepiej  milczeć ,sluchac,czytać, oglądać I myśleć swoje. Pozdrawiam 😊


,",LABEL_1,0.9949125051498413
Z89Qq74Fs00,1 miesiąc temu,@Weronikaa556,"​ @WolvGame  tego nie napisałam. Nie przyjechał to nie ale przestańcie mentzena chwalić pod niebiosa i tłumaczyć. Nie przyjechał to nie i tyle, a czy na tym stracił to się okaże",LABEL_0,0.9054422974586487
30dDnzGc3ag,1 miesiąc temu,@Ciastek799,Kim pan jest od stanowskiego powinno konkurować na tekst roku,LABEL_0,0.7896129488945007
FAuWVKILK6U,2 dni temu,@agatkac8791,"Szymek,co tusk załatwił w Kijowie?",LABEL_0,0.7757536768913269
bvlzQvdgqLU,1 dzień temu,@WiktorSt.," @faraon4273  Z pewnością. Zobaczysz za jakiś czas, jakaż to ""logika"" Wami kieruje., Tak naprawdę brak wiedzy i własnego myślenia. 
Ja sobie poradzę na szczęście, ale Ty wspomnisz te czasy, gdzie pożałujesz swoich wyborów. Obyś miał tyle jaj, żeby się do tego przyznać.
A te gadki propagandy o średniowieczu zostaw Tobie podobnym.",LABEL_1,0.9804908633232117
9evQ1IszSVY,1 miesiąc temu,@michals7073,"Pamiętacie jak na jakiejś imprezie w której uczestniczył czaskocki grała muzyka która jemu się nie podobała i zaczął wszystkim przypominać że to jest jego miasto i on chce innej muzyki.
Jest arogancki, cwaniakowaty i tego nie zmienisz",LABEL_0,0.9085730910301208
stqR3s2vYig,1 dzień temu,@bombatromba,"nie jest w koalicji i nawet nigdy nie był. Naprawdę wystarczy odrobina orientacji w temacie. Adrian Zandberg jest w opozycji do rządu, który chce zagłodzić ochronę zdrowia. Proponowali mu ciepłą posadkę, a on jej nie wziął, bo chce zmieniać Polskę, a nie tylko siedzieć na stołku i brać kasę.",LABEL_0,0.7764114737510681
lr3gjsSY_co,3 dni temu,@sledzigoogle8015,Mieszek monet Sticza,LABEL_5,0.6032050848007202
D-LSi_fUaK0,2 tygodnie temu,@kacperek_77u,Głównie chodzi o to że zamiast przejść do rzeczy to ciągle używał jakiś określen i to jeszcze w takiej mowienże po 5 minutach idzie zasnąc przy nim,LABEL_0,0.9362571835517883
gE0laXVB0qw,5 dni temu,@hanskloss4179,"Mykaj na tvrepublika, tam tylko prawdę mówią. 
O tym jak np. Święty Batyr troszczył się przez 14 lat o alkoholika. Mieszkał za friko w apartamencie przez 200 dni sam , żeby żony i dzieci covidem nie zarazić 🤣",LABEL_0,0.6406307816505432
D-LSi_fUaK0,2 tygodnie temu,@halinakrawczyk3057,Zaklina rzeczywistość.,LABEL_5,0.4637356102466583
HVlCQMtXZFU,2 dni temu,@krystynadolna8227,"ylam  zniesmaczon a   wystapieniem   Staanowskiego  i   od  samego poczatku  wiiediialam  ze  bedzie  uderzac w tRZASLOWSKIIEGO  A  WSPOMAGAL    PISOWCOW  I  mENTZENA,  STRONNICZOSC  CZY    PISOWCY  WSPOMOGLI    ZIERANIEM  GLOSOW , CIESZE  SIE  , ZE JUZ  NIE POJAWI  SIE  WIECEJ   W  DEBATACH",LABEL_0,0.9302356243133545
fmZDMUajWto,4 tygodnie temu,@agatawj4272," @reyallex1300  Mentzen jest bardzo inteligentny, ale niestety ma taki problem, że ma Aspergera. Uważam, że jest to przeszkoda, aby sprawować najwyższy urząd w państwie. Braun jest wybitny i najbardziej naturalny i prawdziwy. Byłby najlepszym prezydentem jakiego Polska jeszcze nie miała. A Mentzen ministrem finansów. I super.",LABEL_0,0.624485433101654
-JH9onEuq9M,6 dni temu,@WojtasPeer,"On nie jest niebezpieczny, niebezpieczni są ludzie którzy nim sterują.",LABEL_5,0.40664467215538025
iIDR7IJNv84,3 dni temu,@KrystynaKulpinska,"Co to za debata, przeszkadzać w czasie wypowiedziach  kultura brukowae",LABEL_0,0.9157513976097107
kNOy3z2kl68,1 miesiąc temu,@notme5249,​ @adamkropidlowski8698 Nie bo na tym polega dyplomacja. Słuchasz poznajesz...uzywqsz do własnych celów. To siła.,LABEL_0,0.6940381526947021
04dDzmL-LN8,1 miesiąc temu,@michamicha5451,"Ja zostane najlepszym prezydentem Polski, obiecam wam wszystko, co wam obiecać? ,rzeke diamentow? No to już- obiecuję wam rzeke diamentów, 
Co wam jeszce obiecać?
Darmowe paliwo? 
Obiecuję wam darmowe paliwo 😂😂😂",LABEL_0,0.9202396869659424
kNOy3z2kl68,4 dni temu,@ALEXNOLE-b4v,Grzegorz    Braun  -  akcja  -  N00LE   spotkania  Polaków  - aby  tworzyć   grupy   ŚWIADOMYCH,LABEL_5,0.943592369556427
GIwff4nP6LU,1 miesiąc temu,@Liquidazot,Nawrocki wyzwal trzaskowskiego. Czego tu wiecej nie rozumiesz?,LABEL_0,0.9286658763885498
2KUGQrsHbwU,4 tygodnie temu,@JanLutherAst,Memcfel wracaj do Moskwy!,LABEL_0,0.817183792591095
EXGQSbG5CVg,8 dni temu,@blazej799," @ewarosowska220  no piszesz, że państwo będzie mieć duży problem.",LABEL_0,0.7851293683052063
ISw__a8Xqv8,1 miesiąc temu,@abelaran8767,Maciak🇵🇱🇵🇱🇵🇱👍👍👍,LABEL_4,0.9587759375572205
gE0laXVB0qw,6 dni temu,@Xakum2, @konrad1323  nie ma to jak wybiórczo  wybrać z komentarza część  do której  się odniosłeś. Nie wspomniałem tylko o cyfrach....,LABEL_0,0.924363911151886
wOXzDbCathM,2 dni temu,@JozefaMirek,TY TEZ COS BIERZESZ>,LABEL_0,0.5594038963317871
iIDR7IJNv84,4 dni temu,@bogdang.7627,"jeszcze nie jest nawet prezydentem, pierwszy raz spotyka się w Białym Domu I to na zasadzie wyjątku bo w charakterze kandydata a Hołownia pyta się co on załatwił dla Polski?
-  to może nie Hołownia odpowie na pytanie co on przez półtora roku załatwił dla Polski?
bardzo nieelegancko się zachowywał w ataku na poziomie szkoły podstawowej",LABEL_0,0.9293141961097717
YMg-Jx7eoZo,1 miesiąc temu,@ZULUGULA-w2q,"mógł Batyr nie oddawać, nie musiałbyś pytać",LABEL_0,0.8539201021194458
RNJegyGxwFA,2 tygodnie temu,@WingedHussarJG,"Takich instytucji są setki, gdzie jeszcze jest siermiężny PRL.",LABEL_0,0.7329208850860596
kNOy3z2kl68,1 miesiąc temu,@RIN0O,i mój głos również dla Pana Grzegorza Brauna,LABEL_5,0.9304394721984863
Ty4lnOFWtl8,13 dni temu,@paveloen, @adamcan za wymiganie się odpowiedzi o zbyt dużym udziale rzymian w naszym kraju,LABEL_0,0.9014390707015991
cbKiPt0w7uY,1 miesiąc temu,@andrzejkapera1130, @roberts8000  Tobie by się przydało .,LABEL_5,0.6047599911689758
EXGQSbG5CVg,8 dni temu,@karolinamatyjaszkowicz1908, @topkekxd2055  cześć trollu POPiSu ile Ci płacą?,LABEL_0,0.9243416786193848
2kcDXBHBFQ0,4 tygodnie temu,@SalvePoland,POLEXIT,LABEL_5,0.9173884391784668
zw0sZ8tXzxI,2 tygodnie temu,@ulalula492,"A Stanowski mam wrażenie że zaczyna krążyć...Panie redaktorze proszę bardziej zdecydowanie...bo odwagą nie jest być upierdliwym ale nie zmieniać poglądów w 5 minut.
Pozdrawiam",LABEL_0,0.8484985828399658
Vx5_YGvyhgY,13 dni temu,@mariansuszko6264,Tylko Maciek maciak naszym wodzem daj panie boze❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,LABEL_0,0.4409741163253784
7QAFj0G2N34,5 dni temu,@riodro5525,XDDD,LABEL_4,0.29262787103652954
30dDnzGc3ag,1 miesiąc temu,@piotrfelcman4881,Konopski daj spokój z polityką.... powiedziałeś że kandydaci odmowili udzialu w debacie a oni tam nie byli zaproszeni. Dopiero jak do organizatorów dotarło że wbijają na siłę to na GODZINE przed debatą nastąpiło oficjalne zaproszenie. Nie opowiadaj bzdur bo masz duże zasięgi a zaginasz rzeczywistości w ważnej dla Polski sprawie...,LABEL_0,0.9173044562339783
P1VIeoKuv3k,1 dzień temu,@irenareczmien-us3fj,"Chyba nic nie zrozumiałaś, żałosne 😢",LABEL_3,0.904756486415863
p4ukw7Mhm5s,13 dni temu,@WezSieZastanow-yh4gt,Daj Boże.,LABEL_0,0.5282207727432251
L8kqGzbmu6E,1 miesiąc temu,@makscymerman3254,"Myślałem, że zagłosuję na Trzaskowskiego, ale po tej farsie, którą zorganizował razem z TVP zaczynam się zastanawiać... Chyba już mu nie ufam",LABEL_0,0.8902724385261536
iIDR7IJNv84,1 dzień temu,@Janusz-e4r,Prawda.,LABEL_5,0.9088321328163147
fET8Eqgq6b8,10 dni temu,@philauren,"WP to jest jakaś kpina, jak widać. Więcej rzetelności i etyki dziennikarskiej!
Zawiesił to się wam Rafał po przedawkowaniu PrincePolo.",LABEL_0,0.9293302893638611
TJkV6bxiw9g,2 dni temu (edytowany),@D.BilShow,"I aż przykro, że promuje się nic, a tacy fajni ludzie mogliby działać w polityce. No no p. Woch fajnie zaprezentował się. Poważnie, konkretnie, z pomysłem.",LABEL_1,0.8932067155838013
uoNr-izIr0o,3 dni temu,@valsorim2661," @ewabarwacz5018  Brawo Pani Ewo, tylko Grzegorz Braun prezydentem Polski.",LABEL_0,0.5492834448814392
_nng5S5nYOQ,2 tygodnie temu,@sebastian.ullmann,GRZEGORZ BRAUN !!! 🇵🇱🇵🇱🇵🇱,LABEL_4,0.5326892137527466
JMcE6H-m-os,2 dni temu,@DariuszWiercinski-l3m,😂😂😂😂😂😂 pieniądze z unii nie gadaj pożyczka którą będą spłacać kolejne pokolenia 😂😂😂😂😂😂 cyrk kabaret 😂😂😂😂😂😂😂😂😂😂,LABEL_0,0.9130339622497559
Z89Qq74Fs00,1 miesiąc temu,@bajer20095,"Jak wszystkich Republika zaprosiła, do komitetu wyborczego Grzegorza Brauna nie wpłynęło zaproszenie",LABEL_0,0.7173805832862854
Bo_BY3jPsSY,2 tygodnie temu,@przemeksiwiec3763,"Jak w innym miejscu dodałem:dla mnie przerażające też jest to,że ona uczyła polskiego.Choć może była niezłą,dobrą nauczycielką, _nie wiem.",LABEL_1,0.9785518050193787
Z89Qq74Fs00,1 miesiąc temu,@ElaKonicka-e5r,"Gdyby Trzaskowski zył w prawdzie , nie mialoby to  znaczenia kto przyszedł i jakie okolicznosci zaistniały. Prawda zawsze swieci 🌞mimo ze pojawiaja sie chmury. 🌞",LABEL_0,0.4725860357284546
gE0laXVB0qw,2 dni temu,@violettabazylinska5793,Trzaskowski 👎,LABEL_0,0.9085453152656555
ITOoSsfuYY0,15 godzin temu,@Julkapiripiri,Prawda boli co,LABEL_0,0.747473418712616
hDemaLdJbr4,2 tygodnie temu,@79Rav,Dokładnie ja to samo.,LABEL_5,0.5745096802711487
kNOy3z2kl68,1 miesiąc temu,@joem9792,"Panie Grzegorzu dziekuje za debate,juz od dawna ma pan moj glos w wyborach.
🇵🇱POLSKA WOLNA I NIEPODLEGLA 🇵🇱🇵🇱Polak w Polsce Gospodarzem🇵🇱
🧯💯👑🇵🇱🇵🇱✌👍",LABEL_4,0.5198431015014648
H73KlhOd4hI,2 tygodnie temu,@AnzelmZenons,A może utwardzić na miękko termin prawie z budownictwa😂,LABEL_0,0.8703956007957458
Pao9835pH2o,13 dni temu,@TomaszBaron-lz7bj,Ciulo w żywe  oczy i się jeszcze śmieje  manekin warszawy,LABEL_0,0.39241188764572144
GIwff4nP6LU,1 miesiąc temu,@anitawalkabout1438,"Nie ma co marudzić. Ci którzy mieli refleks to zmienili katastrofę Trzaskowskiego w fajną debatę. Myślę, że wygranymi byli Jakubiak, Biejad, Hołownia i Stanowski. Nawrocki stabilny.",LABEL_0,0.8381832838058472
AB5A2kMUpEo,1 miesiąc temu,@piotrkobus8618,Zrób ogórku debatę z Braunem to wyjdziesz z płaczem ….,LABEL_0,0.9188814163208008
7ML9uNOVyfA,1 miesiąc temu,@ryszrdzgrabczynski1807,pani Senyszyn idealna kandydatka na zarządce targowiska miejskiego ale w małej miejscowości,LABEL_0,0.510382890701294
HU_tOLI2Hvc,2 tygodnie temu,@OPJ_Wojtek,"Krzysztof Bosak jest Mozzartem polityki, absolutnym geniuszem, ale jego wyborcy...was nie obchodzi, albo nie wiecie, że to dziecko nie miało szans na przeżycie, a ciągły ból związany z połamanymi kośćmi dobrowadziłony go do szaleństwa - może sam spróbuj tak żyć. Zamiast tego zostało uśpione i odeszło bez bólu. Tymczasem tłum Konfederacji wciąż bezmyślnie gra politycznie tym dzieckiem i tą tragedią.",LABEL_3,0.8288450241088867
p4ukw7Mhm5s,2 tygodnie temu,@konrad9240,"Nie zajmie się, prokuratura jeszcze gorsza, będzie jeszcze gorsza. Poczekaj aż szoszony zaczną pracować w prokuraturze, niech tylko pokończą polskie studia prawnicze.",LABEL_0,0.8716985583305359
AB5A2kMUpEo,1 miesiąc temu,@bartekval6140,"Czyli kłamał wtedy o tych podatkach, albo teraz. Pamiętajcie, jak coś się obieca, ale zmieni kierunek elektoratu: wszystko to tylko slogan;)",LABEL_0,0.8767907023429871
30dDnzGc3ag,1 miesiąc temu,@janiobob3037,Pozdro z Końskich🎉,LABEL_4,0.9646233916282654
WM64yHBSQ7w,1 miesiąc temu,@Walencja-c5r,"Panie Karolu
Brawo💚",LABEL_4,0.8164926767349243
P9i0WWOhVRg,4 tygodnie temu,@epetinio,Stano chyba najlepiej wypadł xD,LABEL_4,0.9344322681427002
AB5A2kMUpEo,1 miesiąc temu,@Bernard_Gui,@HolySmokes-c9h on nie musi. On jest w komfortowej sytuacji,LABEL_0,0.5601963996887207
P1VIeoKuv3k,1 dzień temu,@marysia2895,"P.Braun to jedyna szansa dla Polaków .Doość tych marjonetek ,",LABEL_0,0.6327119469642639
SK8j0z_pUgg,1 miesiąc temu,@KoKo-oq3zp,"Piękny to był spektakl, nie zapomnę go nigdy, autentycznie poleciałam po popcorn",LABEL_4,0.9889905452728271
Bo_BY3jPsSY,2 tygodnie temu,@tomaszlis5693,Hołownia zero klasy i kultury osobistej. Ponadto zero poglądów i dużo kłamstw.,LABEL_0,0.8562176823616028
Z89Qq74Fs00,1 miesiąc temu (edytowany),@malwinagolenia4163,"BRAWO! Tak, jak uwielbiam Pana Mazurka, tak w tej kwestii się nie zgodzę. Każdy ma prawo do własnej opinii i to jest super! Mentzen nie miał fizycznie szansy, aby tam dotrzeć!",LABEL_0,0.8415208458900452
QPJ-binnO1g,2 tygodnie temu,@sebastiangoabek2860,"Szczękościsk jak u rekina ,powinny być testy na substancje psychoaktywne bo delikfent coś wystrzelony .",LABEL_0,0.87202388048172
-JH9onEuq9M,5 dni temu,@Krzysztof-v9i8o,Ja tez tak mam,LABEL_5,0.453470915555954
rLdrPabBzi4,1 miesiąc temu,@blady_vip,Mentzen ma wybijane ego ale rzeczywiście należy wybierać między nim a Nawrockim nie ma nikogo innego ten i ten nie są tymi osobami które powinny zostać prezydentem niestety ważne aby nie wygrał trzask z rodu Trzask kurwa 😂😂😂😂,LABEL_0,0.9226716756820679
HU_tOLI2Hvc,13 dni temu,@ireneuszkaczkowski,Po Braunie,LABEL_0,0.48528796434402466
OCk5NXKjB04,4 tygodnie temu,@magorzatam625,TO wgniatajcie się w ziemię o ile zdążycie .,LABEL_0,0.7975205183029175
30dDnzGc3ag,4 tygodnie temu,@Damianatwinski-ct1wf,fajny odcinek,LABEL_4,0.9756645560264587
ndNaCDxoRdo,1 miesiąc temu,@mac3969,"Dokładnie, parafrazując Michalkiewicza, w niepoważnym państwie niepoważni kandydaci, poza dwoma, których tu zabrakło",LABEL_0,0.8995900750160217
fET8Eqgq6b8,3 tygodnie temu,@spk9584,"⁠​⁠​⁠​⁠ @sutluts  to, że Rosja po nałożeniu sankcji na papierze wydaje się niewzruszona, to efekt przestawienia gospodarki na tory wojenne (40% rosyjskiego budżetu) i zaniedbania wszyskich innych gałęzi gospodarki. Poza tym, jak rosyjska armia miała zapewnić Rosji pokój, skoro to Rosja zaczęła te wojnę…",LABEL_0,0.828330397605896
9zSw4e74KgA,1 miesiąc temu,@dradowan2586,@ Cóż może jeszcze blondynka dodać?,LABEL_0,0.7605506181716919
30dDnzGc3ag,1 miesiąc temu,@voytas782,Dlaczego dwum głównym? Każdy z nich ma takie same szanse po co ciagle te manipulacje ?,LABEL_0,0.9161880016326904
P9i0WWOhVRg,4 tygodnie temu,@dariuszcwojdzinski5801,"Fajnym materiał. I mam nadzieję, że zapamiętaliście: Pan Sławomir Mentzen ma największe szanse na wygraną Trzaskowskim!",LABEL_5,0.5566844344139099
p4ukw7Mhm5s,10 dni temu,@WezSieZastanow-yh4gt,"Jeśli ktoś panuje nad swoimi emocjami, ma predyspozycje by panować nad narodem.",LABEL_5,0.5300045609474182
2kcDXBHBFQ0,4 tygodnie temu,@novesspl5061,ty chyba alternatywną debatę oglądałaś,LABEL_0,0.7965636849403381
8Lsam8InaT4,1 miesiąc temu,@MagdalenaKlapper-Rybicka,To było 15 krajów,LABEL_5,0.7896648645401001
lYaBsmTXqkg,4 tygodnie temu,@solar901,"Słabe jest opieranie swojej strategii na atakowaniu wszystkich dookoła w wykonaniu Hołowni.
Zresztą sam powiedział. Byłby prezydentem specjalnej troski.",LABEL_1,0.989018976688385
L8kqGzbmu6E,1 miesiąc temu,@GozerTraveler-q5t,"@AndrzejWiniarek  jako osoba asystująca Batyrowi, wypadł znakomicie",LABEL_4,0.8636459112167358
U0Wu6Yj8It8,1 miesiąc temu,@Leny-ky8vc,"​ @Mr.DalekLK  a na kogo ma oddać głos? Jak wspomnisz o Braunie to przypominam że nie stanowi on żadnej realnej siły politycznej, ma minimalne poparcie I prawdopodobnie nie jest nawet w stanie wprowadzić własnej partii do Sejmu",LABEL_0,0.874019980430603
z9loyBnL4Ek,4 dni temu,@Twenaa,"Dlaczego nikt nie sprawdza pochodzenia mieszkania Donalda T? Pan Sumliński twierdzi, że pozyskał, bo mu się spodobało i specjalnie dla niego miasto Sopot wyrzuciło rodzinę niejakiego kolejarza? Chociaż on sam nigdy nawet nie był zameldowany w Sopocie, a więc mieszkanie komunalne z tego miasta zwyczajnie mu się nie należało...",LABEL_0,0.887814998626709
u413-BmgLRo,2 dni temu,@rysiekbielinski,Miłośnik Brauna,LABEL_5,0.8917196393013
ZP4611BsiKg,2 dni temu,@Gosia-rs7rr,Grzeją temat jak z panią Joanną przed wyborami a ludzie łykają temat,LABEL_0,0.9220671057701111
Kp_JOaC6eYc,2 tygodnie temu (edytowany),@wiktorreczek7965,"O Zandbergu można powiedzieć wiele, ale na pewno nie można go nazwać skutecznym. Pan Adrian głośno krzyczy o tym, co trzeba zrobić, podczas gdy posłanki Lewicy (mam tu na mysli w szczególności p. Dziemianowicz-Bąk) starają się zaimplementować pewne zmiany w prawie np. rentę wdowią czy ustawa o związkach partnerskich",LABEL_0,0.8809105157852173
GIwff4nP6LU,1 miesiąc temu,@donluciano8236,BÓG ZESŁAŁ NAM PANA GRZEGORZA BRAUNA NA PREZYDENTA POLSKI I POLAKÓW ZA WSTAWIENNICTWEN JANA PAWŁA II AMEN 🙏 🙏 🙏 🤔 🇵🇱 🇵🇱 🇵🇱 👋,LABEL_5,0.8713939189910889
2K0MIRUzPwI,12 dni temu,@teresawojtaszek2232,"@time-to-enjoy  ...kogo przekonujesz, mnie, czy siebie. Niezdecydowanie to widzę w twojej postawie i twoich poglądach. ...i  chyba nawet wiem,  co jest tego powodem.  Twój komentarz,  to jak napisany życiorys.  Mówi  wszystko za siebie.",LABEL_1,0.9777206778526306
kNOy3z2kl68,4 dni temu,@ALEXNOLE-b4v,Grzegorz    Braun  -  akcja  -  N00LE   spotkania  Polaków  - aby  tworzyć   grupy   ŚWIADOMYCH,LABEL_5,0.943592369556427
Z6oHTJw6EZ8,1 miesiąc temu,@IvoBożęta," @marialada509  
Jednym słowem: TAKOŻ.",LABEL_5,0.8115928769111633
iIDR7IJNv84,5 dni temu,@MarcinMaja13,Pan Prezydent Karol Nawrocki ❤❤❤❤❤❤❤❤❤❤❤❤,LABEL_5,0.8545973300933838
kNOy3z2kl68,4 dni temu,@N0LEspotkaniaPolaków-n8g,Grzegorz    Braun  -  akcja  -  N00LE   spotkania  Polaków  - aby  tworzyć   grupy   ŚWIADOMYCH,LABEL_5,0.943592369556427
DCyqe9nWmoA,2 miesiące temu,@RomanMatuszek,Z dupiarza nie prezydema 😂😂,LABEL_0,0.9112173914909363
SFbEawrM9fk,1 miesiąc temu,@czymaszzyciewieczne2674,Odebrac Mentzenowi,LABEL_5,0.9303936958312988
Pao9835pH2o,13 dni temu,@bartoszbrzezinski4314,"""ale to jest nieprawda"" i tak w koło Macieju. Dzban",LABEL_0,0.7543633580207825
mDGdhM32fPE,3 tygodnie temu,@stanisawagan8050,PRZETEMPA LEWICOWA PINDA,LABEL_5,0.5557931065559387
ZkbSLivuog8,5 dni temu,@jestrudo381,WSPANIAŁA debata w TV REPUBLIKA i wspomagających w tej debacie w POLSCE24 i TVTRWAM . BARDZO WAM DZIĘKUJĘ 🇵🇱🇵🇱🇵🇱👏👏👏,LABEL_4,0.9589892625808716
Xa4C1EKdpdM,2 tygodnie temu,@Kris162,Tylko Braun 💪,LABEL_5,0.5995078086853027
kNOy3z2kl68,1 miesiąc temu,@kwestionariusz1,No wrecz odwrotnie naród wiedział teraz nawet motłoch wie,LABEL_0,0.89372718334198
2kcDXBHBFQ0,4 tygodnie temu,@aniap.w.9084,Teatr Republika..bo z telewizją nie ma nic wspólnego,LABEL_0,0.8198513984680176
G7Rusqg2LqY,2 tygodnie temu,@ottowyt, @thomasmusicset Kataster się płaci co roku i wynosi on jeden procent wartości mieszkania.Przynajmniej ja tyle płacę,LABEL_0,0.9173022508621216
K4g_S65Yg-0,17 godzin temu (edytowany),@krzysztofkopczyk4887,"​​ @maniaczytania to nie sa pomowienia koszer, to sa fakty .🤔🦨🦇🦇🦨🦇🦨🦇",LABEL_0,0.8707593083381653
4XUDk5wIarU,5 dni temu,@JozefaMirek,CZY ONI CI Z GARNKA WYJADAJA,LABEL_0,0.7739284634590149
L8kqGzbmu6E,1 miesiąc temu,@jagnarybaczek1408,Jego mama...,LABEL_5,0.8963396549224854
990yN5U1o_I,2 tygodnie temu,@Oliver-mk3fe,Trzaskowski 💪🇵🇱,LABEL_4,0.8402982950210571
qiMP6HlnaXQ,2 tygodnie temu,@zikzag8387,Oj leci Trzaskowskiemu skoro chce dyskutować ze Stanowskim🤣,LABEL_0,0.9058536887168884
K4g_S65Yg-0,1 dzień temu,@BeataPiorunowska, @carvinieri  prezes nieżle kalkulował ale z Ukrainą przegiął.Obysmy nie tęsknili za rządami pisu chociaż i to be i to be,LABEL_0,0.5596763491630554
P9i0WWOhVRg,2 tygodnie temu,@yarol2137,"@dawidodawido4749  a teraz leć obejrzyj cała jej wypowiedź, a nie ten filmik ucięty w pół zdania rozpuszczany przez mentosa. Męczy mnie już ta dezinformacja.",LABEL_0,0.9269595742225647
L8kqGzbmu6E,1 miesiąc temu,@KrzysztofPolak-t8c,Antypolski Onet na YT?,LABEL_5,0.9479548335075378
vKShTQAk8IE,2 miesiące temu,@dam17mdm,Marne,LABEL_5,0.8994922637939453
fmZDMUajWto,4 tygodnie temu,@rafalmieszczak8225,Człowiek patrzy na Stana jeszcze wczoraj walczył z kopytem Borka a dziś walczy o prezydenturę. Jeszcze trochę pracy i będzie w tańcu z gwiazdami albo love island albo coś takiego.😂 Pozdrawiam serdecznie super robota.,LABEL_4,0.47561338543891907
